utt_id,audio_path,reference,Accent,Age,Gender,Background,Sentiment,District,State,Other,audio_drive_id,audio_filename,location_source,normalized_district,normalized_state,content_type,topic_status,topics,failure_mode,entities,affected_population,translated_text
01-01633-03,./Audio/01-01633-03.mp3,पब्लिक स्कूल व्यवसाय का अड्डा बना हुआ है बिहार मोबाइल वाणी के लिए शांतिकलम मधुबनी ऐसी रामाशीष सिंह धन्यवाद,Bihari,Adult,Male,,,,Bihar,,1I16ghPd6Na64V_mrqSJWWa5i3Q1oVv6l,01-01633-03.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'पब्लिक स्कूल व्यवसाय का अड्डा बना हुआ है बिहार मोबाइल वाणी के लिए शांतिकलम मधुबनी ऐसी रामाशीष सिंह धन्यवाद'
01-01650-02,./Audio/01-01650-02.mp3,बिहार मोबाइल वाणी ऐसी मधुबनी ऐसी रामाशीष सिंह शिक्षा के विषय में अधिक जानकारी का मतलब होता है सीखना,Bihari,,Male,,,,Bihar,,1QUOQ5P9l2bodsoR8QUVchlHvKBi7HBHm,01-01650-02.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'बिहार मोबाइल वाणी ऐसी मधुबनी ऐसी रामाशीष सिंह शिक्षा के विषय में अधिक जानकारी का मतलब होता है सीखना'
01-01658-03,./Audio/01-01658-03.mp3,बिहार मोबाइलवाणी के लाई शांति क्लब मधुबनी खेल रामाशीष सिंह इक्कीसवीं सदी का भारत क्यूंकि तो विकास और बहुमत के बीच में शिखर छु रहा है परन्तु विकास और बदलाव के इस दौर में,,,,,,,,,1eevxYSwPQrlpM8oT1KwJfpCYzEbTZGOG,01-01658-03.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'बिहार मोबाइलवाणी के लाई शांति क्लब मधुबनी खेल रामाशीष सिंह इक्कीसवीं सदी का भारत क्यूंकि तो विकास और बहुमत के बीच में शिखर छु रहा है परन्तु विकास और बदलाव के इस दौर में'
01-01660-03,./Audio/01-01660-03.mp3,यार मोबाइल वाणी के लिए जानपुर जिला मधुबनी ऐसी रामासेठ सिंह सरकार जब भी कोई कानून बनाती हैं या कोई भी नज़र लेती हैं तो जामिद तारीख को किया जाता हैं,Accent_unknown,Adult,Male,,Serious,,,,1AEDKX8r_K9_apDgJAV7QUs2X_tGIrnNh,01-01660-03.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'यार मोबाइल वाणी के लिए जानपुर जिला मधुबनी ऐसी रामासेठ सिंह सरकार जब भी कोई कानून बनाती हैं या कोई भी नज़र लेती हैं तो जामिद तारीख को किया जाता हैं'
01-01662-02,./Audio/01-01662-02.mp3,इंसान धीर गंभीर बने बिहार मोबाइल वाणी के लिए शांति क्लब मधुबनी से रामाशीष सिंह धन्यवाद,Bihari,Adult,Male,,Serious,,Bihar,inaudible,1LQl_-7ZZ325X5NFa50UwfMIpIwwX85gB,01-01662-02.mp3,transcript,Madhubani,Bihar,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'इंसान धीर गंभीर बने बिहार मोबाइल वाणी के लिए शांति क्लब मधुबनी से रामाशीष सिंह धन्यवाद'
01-11151-01,./Audio/01-11151-01.mp3,की भारतीय स्तर पहलवान बजरंग पुनिया ने देश वासियों की उमीदों आरोप खड़ा उतरते हुए रविवार को अठारहवी मैं भारत को पहला स्वर्ण पदक दिलाया तो दोस्तों कैसा लगा आपको समाचार,Accent_unknown,Adult,Male,,,,,inaudible,1hGtuSQeO7mipll8TF5yxIkH-VjdtcuoQ,01-11151-01.mp3,unknown,Unspecified_District,Unspecified_State,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'की भारतीय स्तर पहलवान बजरंग पुनिया ने देश वासियों की उमीदों आरोप खड़ा उतरते हुए रविवार को अठारहवी मैं भारत को पहला स्वर्ण पदक दिलाया तो दोस्तों कैसा लगा आपको समाचार'
01-09523-02,./Audio/01-09523-02.mp3,को छबीस गेंद शेष रहते हासिल कर लिया सलामी बल्लेबाज पावन साहनी भारत अंडर नाइनतीन के लिए चौसठ गेंद में उनचास रन बनाये धन्यवाद,Accent_unknown,Adult,Male,,,,,,1ircbmau-89HKne_WsEaeYaI3cTfRk3iL,01-09523-02.mp3,unknown,Unspecified_District,Unspecified_State,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'को छबीस गेंद शेष रहते हासिल कर लिया सलामी बल्लेबाज पावन साहनी भारत अंडर नाइनतीन के लिए चौसठ गेंद में उनचास रन बनाये धन्यवाद'
01-07924-03,./Audio/01-07924-03.mp3,नमस्कार मई सुषमा कुमारी रिपोर्टर बोकारो ऐसी सरकार को जीएसटी लागू नी करना चाहिए था क्यूँ जीएसटी का शिकार जिनकी आर्थिक स्थिति,Accent_unknown,Adult,Female,,,,,audio_jump,1psB0gGOeRROklhorVI1-Yi70MXsMwBvX,01-07924-03.mp3,unknown,Unspecified_District,Unspecified_State,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'नमस्कार मई सुषमा कुमारी रिपोर्टर बोकारो ऐसी सरकार को जीएसटी लागू नी करना चाहिए था क्यूँ जीएसटी का शिकार जिनकी आर्थिक स्थिति'
02-16367-01,./Audio/02-16367-01.mp3,वही जमुई नगर परिषद के अंतर्गत सतभामा खेरमा सिकंदरा खैरा चकाई आदि जाए स्थानों पर अखाड़े निकले गए,Accent_unknown,Adult,Male,,,,,inaudible,1DdW-tg1QLq7AMqf07NpDds36ZWh29pUv,02-16367-01.mp3,unknown,Unspecified_District,Unspecified_State,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'वही जमुई नगर परिषद के अंतर्गत सतभामा खेरमा सिकंदरा खैरा चकाई आदि जाए स्थानों पर अखाड़े निकले गए'
01-01728-02,./Audio/01-01728-02.mp3,अपना का घूँट पीना पड़ता है जबकि वह बेक़सूर होती है दोषी परिवार का एकमात्र दलीले देकर अगाबी किशन होती है,,,,,,,,,1K18d1F6PHO3Mn87W33lBHrdF6Bq4k0Ks,01-01728-02.mp3,unknown,Unspecified_District,Unspecified_State,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'अपना का घूँट पीना पड़ता है जबकि वह बेक़सूर होती है दोषी परिवार का एकमात्र दलीले देकर अगाबी किशन होती है'
01-01815-02,./Audio/01-01815-02.mp3,नमस्कार ऐसी मैं बीरबल माथुर कविता बोल रहा हूँ बल शोषण है महा पाप,Accent_unknown,Adult,Male,,,,,inaudible,1rmJ6qpVufCtXapxVOLiKjTOUfH2ggPJq,01-01815-02.mp3,unknown,Unspecified_District,Unspecified_State,cultural_and_creative,not_applicable,[],[],[],[],Community caller report regarding local condition: 'नमस्कार ऐसी मैं बीरबल माथुर कविता बोल रहा हूँ बल शोषण है महा पाप'
01-03485-03,./Audio/01-03485-03.mp3,सोनू कुमार रजनीश कुमार संतोष कुमार निशा जीतेन्द्र कुमार मिश्रा विकास कुमार अमर कुमार अमन कुमार एवम रु रुपेश कुमार की विचार भी सराहनीय रही,Accent_unknown,Adult,Male,,,,,"audio_jump,speaker_change",1uBoBRjqviLD63XqPI-FixAnIZvfYIC89,01-03485-03.mp3,unknown,Unspecified_District,Unspecified_State,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'सोनू कुमार रजनीश कुमार संतोष कुमार निशा जीतेन्द्र कुमार मिश्रा विकास कुमार अमर कुमार अमन कुमार एवम रु रुपेश कुमार की विचार भी सराहनीय रही'
02-15067-01,./Audio/02-15067-01.mp3,लेकिन क्या कभी खुद डाकघर गएँ तो कभी ऐसा नहीं लगा की वहाँ पर पासबुक की सुविधा मिलते है नहीं ये तो पता है कि वहाँ पर पासबुक खुलता है लेकिन इतना क्यूंकि बचत खाता है मेरे पास,Accent_unknown,Adult,Male,,,,,speaker_change,1omZIp4v8jGEEbE-z1mfANrM3DPUOKZzd,02-15067-01.mp3,unknown,Unspecified_District,Unspecified_State,citizen_grievance,substantive,"[{'domain': 'Governance & Social Entitlements', 'theme': 'Local Governance & Administrative Redressal', 'issue': 'Aadhaar, Voter ID & Bank DBT Seeding Hurdles', 'confidence': 0.88}]",['exclusion_or_documentation_barrier'],[],[],Community caller report regarding local condition: 'लेकिन क्या कभी खुद डाकघर गएँ तो कभी ऐसा नहीं लगा की वहाँ पर पासबुक की सुविधा मिलते है नहीं ये तो पता है कि वहाँ पर पासबुक खुलता है लेकिन इतना क्यूंकि बचत खाता है मेरे पास'
02-13607-02,./Audio/02-13607-02.mp3,श्रीलंका करीब छह गुना जयादा खर्च करता है जबकि इंडोनेशिया दोगुना जयादा नए आंकड़ो ऐसी पता चलता है की स्वास्थ्य आरोप सकल घरेलु उत्पाद का,Accent_unknown,Adult,Male,,,,,,1IiF2H5KfzWnKcrNuiw3Bd7m3yNyAv4mw,02-13607-02.mp3,unknown,Unspecified_District,Unspecified_State,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'श्रीलंका करीब छह गुना जयादा खर्च करता है जबकि इंडोनेशिया दोगुना जयादा नए आंकड़ो ऐसी पता चलता है की स्वास्थ्य आरोप सकल घरेलु उत्पाद का'
01-12037-02,./Audio/01-12037-02.mp3,कोषण के लिए सरकार ने तोल फ्री हेल्प लाइन जारी किया खबर है नई डेल्ही ऐसी ऐसी कोषण और कुपोषण ऐसी सम्बंधित सवालों के समाधान के लिए सरकार का ने एक,Accent_unknown,Adult,Male,Music,,,,,1wiMTCr1D5gEHI-VLQ7uX-1a6udzJOIGI,01-12037-02.mp3,unknown,Unspecified_District,Unspecified_State,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'कोषण के लिए सरकार ने तोल फ्री हेल्प लाइन जारी किया खबर है नई डेल्ही ऐसी ऐसी कोषण और कुपोषण ऐसी सम्बंधित सवालों के समाधान के लिए सरकार का ने एक'
01-02397-02,./Audio/01-02397-02.mp3,बच्चे ठीक तरह से समझ नहीं पाते पढाई होती है जिसके कारण प्राथमिकता विद्द्यालय छात्र छात्रा है जिनसे मै कहना चाहूँगा की कुछ ऐसे ही प्राथमिक विद्द्यालय है,Accent_unknown,Adult,Male,,,,,inaudible,1RE8nZbtBJz_FipcL_5P4J8halTx0KZAm,01-02397-02.mp3,unknown,Unspecified_District,Unspecified_State,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'बच्चे ठीक तरह से समझ नहीं पाते पढाई होती है जिसके कारण प्राथमिकता विद्द्यालय छात्र छात्रा है जिनसे मै कहना चाहूँगा की कुछ ऐसे ही प्राथमिक विद्द्यालय है'
01-03776-01,./Audio/01-03776-01.mp3,किया बैठक में सोना कुमार सिंह ने बताया की माननीय मुख्यमंत्री नीतिश कुमार के जे डी यू के राष्ट्रीय अध्यक्ष बनाने आरोप उन्हें बधाई दी एवं बधाई सन्देश में सोना कुमार सिंह ने बताया की आने वाला समय में बिहार देश को प्रधानमंत्री देगी नीतिश कुमार के रूप में देगा उन्होंने कहा की माननीय मुख्यमंत्री जी एक दो दर्शीय एवं सवी धर्म एवं सभी जाती ऐसी ऊपर उठ कर काम करने वाले व्यक्ति है बिहार के मुख्यमंत्री जी ने विकास का जो लकीर खींची जिसके कारण बिहार की छवि आने देशो में पूर्व थी,Accent_unknown,Adult,Male,,,,,,1sNALQcnjNMsojaOvRzFhpEwceRAldhIH,01-03776-01.mp3,unknown,Unspecified_District,Unspecified_State,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'किया बैठक में सोना कुमार सिंह ने बताया की माननीय मुख्यमंत्री नीतिश कुमार के जे डी यू के राष्ट्रीय अध्यक्ष बनाने आरोप उन्हें बधाई दी एवं बधाई सन्देश में सोना कुमार सिंह ने बताया की आने वाला समय में बिहार देश को प्रधानमंत्री देगी नीतिश कुमार के रूप में देगा उन्होंने कहा की माननीय मुख्यमंत्री जी एक दो दर्शीय एवं सवी धर्म एवं सभी जाती ऐसी ऊपर उठ कर काम करने वाले व्यक्ति है बिहार के मुख्यमंत्री जी ने विकास का जो लकीर खींची जिसके कारण बिहार की छवि आने देशो में पूर्व थी'
02-22135-01,./Audio/02-22135-01.mp3,इसी के कारण विधि बताया गया जितना बोली दीदी बोली की अभी गर्मी के कारण मलेरिया टाइफायड डायरिया भी होता है तो देखिये दी,Accent_unknown,Adult,Male,,,,,,1D-V3yWdQuapHAPa0goLQdsyx0k4709dV,02-22135-01.mp3,unknown,Unspecified_District,Unspecified_State,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'इसी के कारण विधि बताया गया जितना बोली दीदी बोली की अभी गर्मी के कारण मलेरिया टाइफायड डायरिया भी होता है तो देखिये दी'
01-09269-02,./Audio/01-09269-02.mp3,नमस्कार खबर हैं नई दिल्ली से भारत और इंग्लैंड के बीच बरबीघा मैं पहला टेस्ट मैच खेला जा रहा है इस टेस्ट में इंग्लैंड ने टॉस जीतकर पहले बल्लेबाजी करने का,Accent_unknown,Adult,Male,,,,,audio_break,1atEbGJjVNsaqZZciMdwVL8eYuJH-8zHk,01-09269-02.mp3,unknown,Unspecified_District,Unspecified_State,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'नमस्कार खबर हैं नई दिल्ली से भारत और इंग्लैंड के बीच बरबीघा मैं पहला टेस्ट मैच खेला जा रहा है इस टेस्ट में इंग्लैंड ने टॉस जीतकर पहले बल्लेबाजी करने का'
02-15667-01,./Audio/02-15667-01.mp3,और अभी इस कार्यक्रम के साथ साथ एक लल्लन छुट्टन के माध्यम ऐसी बेटी जागरूकता का कार्यक्रम सदर रहा है वो नाटक आपको कैसा लगता है लल्लन छुट्टन का कार्यक्रम,Accent_unknown,Adult,Male,,,,,speaker_change,13YhV_u0RQgn8KUQXGvNaHCSC1RYLHLGJ,02-15667-01.mp3,unknown,Unspecified_District,Unspecified_State,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'और अभी इस कार्यक्रम के साथ साथ एक लल्लन छुट्टन के माध्यम ऐसी बेटी जागरूकता का कार्यक्रम सदर रहा है वो नाटक आपको कैसा लगता है लल्लन छुट्टन का कार्यक्रम'
02-13536-02,./Audio/02-13536-02.mp3,जिले की औसत बारिशें सैतीस दशमलव तीन मिली मीटर बारिश इस वर्ष अभी तक सर्वाधिक आठ सौ पांच मिली मीटर बारिश तहसील मैं दर्ज,Accent_unknown,Adult,Female,,,,,inaudible,11g-DDqUESrjluf-vyGDEn4Ad1bFp5KAk,02-13536-02.mp3,unknown,Unspecified_District,Unspecified_State,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'जिले की औसत बारिशें सैतीस दशमलव तीन मिली मीटर बारिश इस वर्ष अभी तक सर्वाधिक आठ सौ पांच मिली मीटर बारिश तहसील मैं दर्ज'
01-06890-03,./Audio/01-06890-03.mp3,लोगो में राहत की चैन भीषण गर्मी ऐसी सभी के सभी परेशान,,Adult,Male,,,,,inaudible,1XHOWTe83VE-T9KW6qPfu3TgafM2nvrZk,01-06890-03.mp3,unknown,Unspecified_District,Unspecified_State,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'लोगो में राहत की चैन भीषण गर्मी ऐसी सभी के सभी परेशान'
02-12729-01,./Audio/02-12729-01.mp3,देख रेख जाने ऐसी नहीं होगा दीदी को मेरा नमस्कार मेरा नाम मीना देवी है गाँव के रहने वाली हूँ निवासी हूँ समूह की बैठक कन्धा रही हूँ,Bhojpuri,Adult,Female,,,,,inaudible,11PbNACphe806Olr3bmwoOExP5IR_2uHx,02-12729-01.mp3,unknown,Unspecified_District,Unspecified_State,conversational_preliminary,not_applicable,[],[],[],[],Community caller report regarding local condition: 'देख रेख जाने ऐसी नहीं होगा दीदी को मेरा नमस्कार मेरा नाम मीना देवी है गाँव के रहने वाली हूँ निवासी हूँ समूह की बैठक कन्धा रही हूँ'
01-07444-01,./Audio/01-07444-01.mp3,नमस्कार प्रखण्ड ऐसी एह चन्द्र पुर धनबाद जो ट्रेन बंद हो जा रही है इसमें देखा गया की एक की,Accent_unknown,Adult,Male,,,,,inaudible,1rGHKKik_1s7tThMRde2Blskx16l-G6lu,01-07444-01.mp3,unknown,Unspecified_District,Unspecified_State,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'नमस्कार प्रखण्ड ऐसी एह चन्द्र पुर धनबाद जो ट्रेन बंद हो जा रही है इसमें देखा गया की एक की'
01-08011-01,./Audio/01-08011-01.mp3,बोकारो ऐसी भारत सरकार या राज सरकार ने पालक भवन मूल पुण्य ऐसी निर्माण करवाने के लिए योजना निकालती हैं कभी कभी छोटी छोटी भूल यह लापरवाही के चलते आधा अधूरा पढ़ जाता हैं यह पढाया जाता हैं योजना राशी को भी मुकर दिया जाता हैं और काम जैसे तैसे पूर्ण करते छोड़,Accent_unknown,Adult,Female,,Serious,,,,1OjePfC9slR6InwLDiONE1JxAdR30hley,01-08011-01.mp3,unknown,Unspecified_District,Unspecified_State,platform_broadcast_bumper,not_applicable,[],[],[],[],Community caller report regarding local condition: 'बोकारो ऐसी भारत सरकार या राज सरकार ने पालक भवन मूल पुण्य ऐसी निर्माण करवाने के लिए योजना निकालती हैं कभी कभी छोटी छोटी भूल यह लापरवाही के चलते आधा अधूरा पढ़ जाता हैं यह पढाया जाता हैं योजना राशी को भी मुकर दिया जाता हैं और काम जैसे तैसे पूर्ण करते छोड़'
